,UMPA1,UMAP2,timepoint
21174409,0.5061139,1.9582272,tp14
21174420,1.0575794,3.7585797,tp14
21174432,7.832886,5.765648,tp14
21174435,7.150624,5.667501,tp14
21174441,1.2835513,1.2511904,tp14
21174494,1.5685232,2.1865025,tp14
21174522,0.26651725,1.8550978,tp14
21174527,9.618062,5.630698,tp14
21174606,10.867023,4.1197925,tp14
21174610,0.3263576,2.3254657,tp14
21174624,1.1551607,1.7919127,tp14
21174627,1.7204598,1.6854961,tp14
21174640,0.26848102,2.6364918,tp14
21174652,1.1795002,2.0660324,tp14
21174657,8.659665,6.755351,tp14
21174673,10.451953,4.52718,tp14
21174677,1.9999559,2.887621,tp14
21174681,1.8672915,2.5776455,tp14
21174689,1.3936055,3.9248383,tp14
21174696,6.961904,5.86491,tp14
21174707,8.342201,6.4681716,tp14
21174730,0.49180096,1.6482097,tp14
21174737,7.311891,5.7708416,tp14
21174760,0.6729006,1.394761,tp14
21174761,0.55523115,4.5342536,tp14
21174769,2.0673165,2.3806188,tp14
21174792,-0.35327348,7.3357835,tp14
21174795,8.282972,6.551679,tp14
21174800,7.412516,5.3481183,tp14
21174801,0.22268146,2.7544537,tp14
21174830,1.3377112,1.5897775,tp14
21174887,9.583263,4.325752,tp14
21174890,1.9997926,1.99373,tp14
21174899,0.9163566,4.1874967,tp14
21174900,0.5906227,2.843146,tp14
21174909,8.926677,4.949771,tp14
21174938,1.034064,1.4587059,tp14
21174950,7.051954,5.147662,tp14
21174953,0.26694316,2.9048939,tp14
21174955,7.872225,6.0803795,tp14
21174958,6.4619684,4.8343263,tp14
21174967,0.39404145,2.1445837,tp14
21175037,-2.0693173,7.7817044,tp14
21175043,8.774676,6.9217744,tp14
21175046,-0.025282374,2.3807583,tp14
21175059,3.8847675,7.3015437,tp14
21175080,1.9292135,3.213169,tp14
21175086,0.9131282,3.9909623,tp14
21175102,1.2303905,2.98659,tp14
21175114,1.0757197,3.7995777,tp14
21175118,8.098283,5.5247927,tp14
21175119,1.3309067,3.0433075,tp14
21175125,0.51498026,2.6219792,tp14
21175133,1.2935082,2.4173648,tp14
21175149,1.7895795,3.830933,tp14
21175169,0.7908756,4.0763607,tp14
21175170,1.154603,1.6472021,tp14
21175179,1.2315909,1.3547734,tp14
21175193,10.30745,4.085835,tp14
21175197,3.262748,4.068362,tp14
21175198,7.0059266,5.1021733,tp14
21175209,6.398933,6.3372827,tp14
21175217,2.5698946,4.1128573,tp14
21175230,1.1835594,1.6835309,tp14
21175237,7.15797,5.2633367,tp14
21175280,6.452937,5.560866,tp14
21175300,1.9881951,4.1546407,tp14
21175302,0.38641503,1.5834596,tp14
21175305,0.8775961,1.0175803,tp14
21175339,0.9251004,3.3948565,tp14
21175375,2.3865097,2.86718,tp14
21175376,8.3417425,8.072974,tp14
21175388,0.042820655,3.0749812,tp14
21175394,6.8998375,5.181402,tp14
21175398,1.61102,1.9845152,tp14
21175407,9.826111,6.8384213,tp14
21175410,1.8192698,2.7751632,tp14
21175418,8.103089,6.5235996,tp14
21175433,1.8008046,2.969877,tp14
21175450,8.103036,6.498083,tp14
21175460,0.7772676,1.1904454,tp14
21175461,1.1944846,3.198939,tp14
21175483,0.32810983,1.9366258,tp14
21175493,1.2187898,2.548498,tp14
21175504,10.322181,3.967943,tp14
21175547,9.162844,8.349068,tp14
21175562,1.0133983,2.838495,tp14
21175583,1.1225884,1.9370114,tp14
21175617,1.6845382,2.4500198,tp14
21175620,1.2683941,2.573461,tp14
21175633,7.5520616,5.6122303,tp14
21175653,6.5787854,6.2603145,tp14
21175658,2.7115111,3.7414093,tp14
21175672,0.23088007,1.7764679,tp14
21175710,1.3001316,2.879118,tp14
21175749,7.435354,6.350452,tp14
21175753,1.7367865,2.9166698,tp14
21175767,0.99594516,1.9141055,tp14
21175777,7.9004207,4.981328,tp14
21175786,7.395884,5.530893,tp14
21175796,8.53975,6.8756833,tp14
21175800,1.7400079,4.512815,tp14
21175802,0.91935956,3.2494063,tp14
21175822,6.471908,4.9791245,tp14
21175824,8.980072,6.2748337,tp14
21175845,7.9701166,4.739658,tp14
21175870,3.12523,7.857063,tp14
21175875,1.4335914,1.767692,tp14
21175882,1.8059114,1.6141691,tp14
21175883,0.769938,1.7075052,tp14
21175904,1.5877337,2.7514923,tp14
21175915,2.4815285,3.3978913,tp14
21175945,1.7901678,3.3263376,tp14
21175954,1.8993652,3.467419,tp14
21175959,8.138587,6.9489026,tp14
21175971,1.6654111,3.1238453,tp14
21175976,0.3107694,3.8678045,tp14
21175979,0.86746657,1.7712382,tp14
21176045,0.93962294,1.0519222,tp14
21176048,1.3095807,1.5475324,tp14
21176055,1.7841827,3.9819257,tp14
21176057,8.540487,5.849175,tp14
21176058,0.12994123,3.3102403,tp14
21176059,2.1136377,3.4737446,tp14
21176118,10.183992,4.2676105,tp14
21176131,1.2446246,3.8552816,tp14
21176132,2.8816159,3.2784333,tp14
21176155,10.155211,4.1494956,tp14
21176176,7.4154906,5.8666644,tp14
21176178,0.0039619748,2.772803,tp14
21176179,5.557394,7.996073,tp14
21176186,0.6584027,2.7230115,tp14
21176188,0.5260333,2.495317,tp14
21176202,0.100251675,3.7481823,tp14
21176209,0.7088018,2.7526653,tp14
21176221,7.6940813,5.8252707,tp14
21176224,0.5576146,1.9838305,tp14
21176236,8.887048,5.522322,tp14
21176262,9.003148,6.5701957,tp14
21176269,1.0253103,1.2317173,tp14
21176278,0.9579294,1.2428126,tp14
21176283,0.16265595,2.7918706,tp14
21176288,2.1476672,2.9504526,tp14
21176297,0.3479659,3.9644084,tp14
21176315,-0.057561908,7.0873265,tp14
21176319,0.9272248,4.62629,tp14
21176323,0.76329654,1.3257755,tp14
21176332,1.0755562,2.6839008,tp14
21176336,0.43300998,2.7001429,tp14
21176366,1.4756072,9.093027,tp14
21176408,0.6579714,3.5992937,tp14
21176415,8.299977,6.4244113,tp14
21176433,2.3668456,3.072592,tp14
21176486,9.828273,4.500025,tp14
21176503,1.6774458,3.8080866,tp14
21176518,3.1723356,4.2620745,tp14
21176526,1.8116715,2.6021862,tp14
21176542,9.947133,4.1227937,tp14
21176553,6.018245,6.8224893,tp14
21176563,8.848064,4.5715437,tp14
21176564,2.8645334,7.408269,tp14
21176571,1.9467285,3.5444233,tp14
21176580,6.847192,7.302261,tp14
21176614,9.334892,5.8507867,tp14
21176624,10.624958,4.067685,tp14
21176632,6.2411814,5.8064685,tp14
21176635,0.8613456,4.205603,tp14
21176639,1.4080032,2.5337696,tp14
21176641,6.280698,4.9401565,tp14
21176660,1.26468,1.7618524,tp14
21176661,6.900014,5.3893,tp14
21176667,0.27206016,1.7856485,tp14
21176691,6.480912,5.9156985,tp14
21176696,10.415667,4.1664996,tp14
21176706,2.9447143,3.395803,tp14
21176709,8.105382,6.83421,tp14
21176712,1.5348699,1.6808062,tp14
21176714,2.0981786,3.2730238,tp14
21176719,3.340298,3.8250487,tp14
21176721,2.652142,3.3072612,tp14
21176760,0.23081852,2.1141477,tp14
21176765,0.57781345,3.0227675,tp14
21176786,0.06414495,2.488782,tp14
21176808,6.8199162,4.8462505,tp14
21176812,1.0780046,4.6830435,tp14
21176837,0.76670474,2.1487682,tp14
21176856,1.1448569,3.2843544,tp14
21176882,1.3800416,2.0959983,tp14
21176886,1.2800087,2.452665,tp14
21176887,8.843208,5.7633142,tp14
21176890,2.1279051,3.689413,tp14
21176913,1.5077401,4.4427934,tp14
21176927,0.7825,2.8458261,tp14
21176942,0.08913999,3.480374,tp14
21176951,7.506717,6.019485,tp14
21176972,1.8849341,3.6703262,tp14
21176973,10.404723,3.9982526,tp14
21176982,8.4179325,7.887274,tp14
21177008,7.0971885,5.289809,tp14
21177024,2.0774755,3.901881,tp14
21177025,1.1456004,3.8599932,tp14
21177049,1.168739,2.1142821,tp14
21177061,2.3586655,3.017582,tp14
21177067,1.2887828,4.624414,tp14
21177069,8.581082,6.2604985,tp14
21177076,10.541693,4.188308,tp14
21177088,0.20487212,3.3464398,tp14
21177089,1.216331,1.659164,tp14
21177097,2.4517949,2.9302363,tp14
21177104,3.2985928,3.481816,tp14
21177111,0.2899026,3.4481206,tp14
21177118,0.8847946,1.0339292,tp14
21177120,3.1834514,3.3101737,tp14
21177122,7.6968946,5.946688,tp14
21177149,8.721716,6.6443143,tp14
21177155,0.3982049,1.5255866,tp14
21177167,9.93677,3.9820993,tp14
21177186,0.40884715,1.5004332,tp14
21177207,2.5676851,2.7506554,tp14
21177231,1.0117464,1.8138533,tp14
21177264,9.304206,4.57261,tp14
21177266,0.79322034,2.3941832,tp14
21177286,-0.0021565738,3.4765575,tp14
21177304,9.784744,3.484574,tp14
21177305,2.6755712,4.398204,tp14
21177327,1.6780934,2.022793,tp14
21177335,-1.4103607,7.7619557,tp14
21177347,7.195857,5.9125214,tp14
21177406,2.3441904,2.9886239,tp14
21177407,0.9427716,1.2247374,tp14
21177421,6.887778,6.520327,tp14
21177437,0.6235285,3.8322833,tp14
21177444,1.2959098,2.6599762,tp14
21177458,1.115338,2.4703197,tp14
21177464,2.1876712,7.180348,tp14
21177465,1.3236724,1.9907817,tp14
21177468,1.1193111,2.1026797,tp14
21177490,1.521955,1.8364356,tp14
21177535,0.9440346,1.4425327,tp14
21177557,0.8548495,2.2968962,tp14
21177562,0.5253636,1.6283836,tp14
21177594,3.4730806,3.2011647,tp14
21177601,1.9286638,1.9630295,tp14
21177607,2.321258,3.300278,tp14
21177611,7.481944,5.1684537,tp14
21177632,7.5504675,6.227831,tp14
21177641,1.0746197,2.6555831,tp14
21177653,0.768193,2.853362,tp14
21177685,9.812497,4.9124117,tp14
21177697,8.060351,6.289597,tp14
21177723,2.4446225,2.3720713,tp14
21177729,2.9034872,2.8624911,tp14
21177734,9.374649,7.6403203,tp14
21177760,0.67625517,3.308432,tp14
21177762,7.5698605,6.8779955,tp14
21177764,8.820537,5.7990265,tp14
21177769,10.202373,8.536384,tp14
21177782,8.931279,6.777005,tp14
21177791,7.0634413,6.2165246,tp14
21177799,1.5718423,2.296378,tp14
21177813,0.78296554,3.5920594,tp14
21177817,2.1553497,3.2816808,tp14
21177844,0.5806797,1.1714926,tp14
21177845,2.7051373,3.4267066,tp14
21177859,3.0389516,3.4632783,tp14
21177863,7.817226,6.547626,tp14
21177867,1.5819037,2.1715243,tp14
21177879,0.43196502,3.6363797,tp14
21177911,10.1838255,4.375801,tp14
21177936,1.5182451,3.268423,tp14
21177949,0.8413127,2.6345925,tp14
21177951,2.5389035,3.071663,tp14
21177965,2.480172,3.668484,tp14
21177966,1.0550182,4.802522,tp14
21177973,1.2812121,4.174234,tp14
21177982,0.3026505,2.3357894,tp14
21177983,0.2933052,2.6132302,tp14
21177987,8.816472,5.5582013,tp14
21178040,7.000288,6.941872,tp14
21178043,0.7164817,2.2644887,tp14
21178049,1.8018486,1.4353354,tp14
21178051,7.6971955,6.4027705,tp14
21178052,1.0759292,1.7156893,tp14
21178058,1.6041838,3.9718401,tp14
21178061,8.72756,6.726345,tp14
21178072,0.6946887,1.6911237,tp14
21178073,9.4359665,5.151728,tp14
21178084,2.4948814,3.8531654,tp14
21178113,7.142747,5.1716223,tp14
21178114,10.4283285,4.1559176,tp14
21178149,1.2412591,2.6084769,tp14
21178155,1.7746891,3.920483,tp14
21178166,1.383372,3.6856184,tp14
21178190,10.028852,4.6541862,tp14
21178202,0.9363202,1.7675556,tp14
21178226,0.81421906,1.2536544,tp14
21178259,0.68764436,1.6081195,tp14
21178276,2.6040382,3.7387283,tp14
21178278,3.2268724,3.2207646,tp14
21178300,7.2698827,5.8500776,tp14
21178309,2.2839408,3.0635586,tp14
21178310,2.282183,3.0791254,tp14
21178327,2.4617658,3.923132,tp14
21178331,7.6862,6.4264774,tp14
21178345,-2.0797088,7.5293107,tp14
21178346,2.4862728,3.8267667,tp14
21178347,0.6534438,2.091512,tp14
21178354,8.17566,6.3605886,tp14
21178386,0.31367978,2.4299483,tp14
21178399,0.48649493,3.185821,tp14
21178402,0.23818956,1.8646213,tp14
21178407,7.365272,5.7149806,tp14
21178425,0.025833946,3.191263,tp14
21178441,6.946799,5.2398214,tp14
21178442,3.1143854,3.3528702,tp14
21178466,0.8355099,1.2649055,tp14
21178486,1.0102011,1.9793687,tp14
21178488,6.518895,4.9069953,tp14
21178490,3.6584418,4.033865,tp14
21178495,0.53079593,2.178093,tp14
21178507,2.3049347,3.431895,tp14
21178525,0.5677467,3.341393,tp14
21178545,7.781017,5.515778,tp14
21178558,2.299023,1.903185,tp14
21178587,7.628374,6.4059815,tp14
21178599,1.9068482,1.3614935,tp14
21178623,6.581221,7.5290537,tp14
21178640,0.9832474,1.3881567,tp14
21178663,1.0401725,1.5692525,tp14
21178677,0.40153497,1.6635984,tp14
21178680,1.4885918,2.3511589,tp14
21178688,0.34762776,2.3796816,tp14
21178695,0.6075791,3.7983394,tp14
21178698,1.109674,2.291969,tp14
21178708,3.2634282,3.588172,tp14
21178712,2.3697424,2.6907032,tp14
21178717,0.53146625,4.2205443,tp14
21178720,1.6859711,1.7966845,tp14
21178725,7.4646635,6.0997443,tp14
21178734,8.936439,5.516222,tp14
21178749,9.395161,5.3570213,tp14
21178762,7.8306303,6.8351912,tp14
21178770,3.19473,3.1828942,tp14
21178772,0.060730457,2.8121135,tp14
21178784,9.070854,4.334197,tp14
21178787,1.1680064,4.0306644,tp14
21178793,1.8156831,3.270855,tp14
21178809,0.5327838,1.8709005,tp14
21178820,10.013515,7.6276665,tp14
21178829,2.2713153,3.4072456,tp14
21178833,8.723426,5.3438034,tp14
21178848,9.037043,4.83631,tp14
21178849,2.3688698,3.4375963,tp14
21178861,6.17856,5.2784834,tp14
21178870,0.5238428,2.8830292,tp14
21178873,1.0767548,1.4213264,tp14
21178893,8.4184265,7.5435534,tp14
21178904,0.2592203,1.8572297,tp14
21178905,1.1188172,4.713947,tp14
21178921,1.6718048,3.464656,tp14
21178922,1.1456897,2.059122,tp14
21178943,9.893398,3.5057213,tp14
21178944,1.517963,2.3485992,tp14
21178954,2.106742,3.4575987,tp14
21178957,2.229494,4.355706,tp14
21178965,1.5947461,2.4579482,tp14
21178980,0.7844531,3.0816102,tp14
21178998,1.8829381,2.659906,tp14
21179013,2.5974662,3.6490068,tp14
21179023,6.9664483,5.2188854,tp14
21179028,1.5547478,2.15572,tp14
21179040,0.6659037,1.5054349,tp14
21179044,1.6889675,3.975272,tp14
21179057,1.1035606,2.2829444,tp14
21179067,1.3786407,2.4636004,tp14
21179069,6.918248,5.1092887,tp14
21179078,0.8294095,1.8914415,tp14
21179082,3.205969,3.7066925,tp14
21179089,1.2626803,1.1055422,tp14
21179113,9.975412,6.9969673,tp14
21179115,2.1425111,2.0975442,tp14
21179128,-0.03133616,2.9288456,tp14
21179141,6.036911,5.7753158,tp14
21179147,2.3004034,3.8932078,tp14
21179150,0.1310729,2.772723,tp14
21179158,1.5755275,3.1096826,tp14
21179159,0.5880619,2.9604745,tp14
21179175,1.2128528,2.50366,tp14
21179176,9.176961,4.3721404,tp14
21179180,0.28217512,3.708276,tp14
21179193,9.824741,4.3864703,tp14
21179207,7.665125,4.8809967,tp14
21179231,2.726049,3.8793743,tp14
21179270,1.8824805,1.9509499,tp14
21179271,8.4306755,6.5222397,tp14
21179289,6.9277115,5.371101,tp14
21179296,10.28848,6.832172,tp14
21179300,9.501957,4.56839,tp14
21179306,10.3742,4.171736,tp14
21179318,9.486808,5.2256937,tp14
21179338,10.55386,4.1832585,tp14
21179349,1.5086906,2.1739385,tp14
21179356,0.7029736,3.8234727,tp14
21179358,1.3149397,1.0823287,tp14
21179365,1.2707956,2.095478,tp14
21179372,2.4089592,3.117321,tp14
21179382,0.50426143,2.038445,tp14
21179388,6.9334497,6.34429,tp14
21179393,7.149271,6.1238117,tp14
21179398,1.4019834,2.6701624,tp14
21179408,0.9895894,1.7020671,tp14
21179420,0.19083475,1.9125174,tp14
21179430,2.5738533,2.7251773,tp14
21179439,1.3142445,1.9523627,tp14
21179450,1.5522637,2.731643,tp14
21179458,0.9880566,3.2213774,tp14
21179491,0.5539138,1.3685442,tp14
21179523,1.6542352,1.6922314,tp14
21179524,0.44370434,3.3288033,tp14
21179575,7.7292495,5.8305445,tp14
21179590,1.2711203,1.2316589,tp14
21179609,1.2871039,0.9932911,tp14
21179623,1.0946606,2.497921,tp14
21179678,10.200686,7.4026313,tp14
21179680,6.692035,5.1907034,tp14
21179691,0.5952488,3.3158264,tp14
21179712,1.1713425,2.169005,tp14
21179718,0.79680914,3.6054392,tp14
21179729,0.23720057,4.1093593,tp14
21179730,9.591934,4.598285,tp14
21179742,0.32997617,2.7609856,tp14
21179787,0.7198925,1.0882986,tp14
21179800,2.3068676,3.4690013,tp14
21179805,2.142947,2.779429,tp14
21179813,1.3389994,4.348672,tp14
21179840,1.271298,1.353808,tp14
21179848,0.8922426,1.393592,tp14
21179852,0.8226838,2.670669,tp14
21179858,0.63235426,2.4223504,tp14
21179868,1.1435355,1.7715474,tp14
21179904,1.5500305,7.753933,tp14
21179920,0.75829124,1.7370781,tp14
21179929,0.65449375,1.7935383,tp14
21179968,9.818594,4.546529,tp14
21179980,0.49149138,4.3658857,tp14
21179987,2.8895416,3.9876633,tp14
21180003,1.7039812,2.5173318,tp14
21180041,0.97387654,2.3124533,tp14
21180051,9.952077,4.91356,tp14
21180069,0.33539358,2.6350942,tp14
21180105,1.119185,1.4742125,tp14
21180113,7.7190456,4.911647,tp14
21180128,0.4981318,2.0382245,tp14
21180131,1.5749501,3.9834132,tp14
21180144,9.739898,4.218926,tp14
21180148,10.580185,4.250999,tp14
21180155,1.1381235,1.0455986,tp14
21180161,1.9213593,1.9250318,tp14
21180175,1.3746914,2.7964652,tp14
21180183,2.8715518,3.238563,tp14
21180191,6.779671,5.323716,tp14
21180212,7.6172843,6.3164473,tp14
21180226,7.3389387,6.6095047,tp14
21180242,0.84225863,2.0981114,tp14
21180243,2.922063,7.5464654,tp14
21180246,9.791103,8.2040615,tp14
21180272,0.10192611,3.4773152,tp14
21180293,0.8169004,2.5732625,tp14
21180305,1.916339,3.0400238,tp14
21180312,2.3016276,4.018637,tp14
21180335,8.524113,6.8849125,tp14
21180356,1.0087004,3.113718,tp14
21180397,1.3253561,3.8674352,tp14
21180415,3.4851747,3.4640877,tp14
21180422,1.3841084,1.79965,tp14
21180431,2.1397493,2.9028559,tp14
21180437,0.9600221,4.13098,tp14
21180440,1.9298948,2.5321012,tp14
21180443,6.5691614,5.641116,tp14
21180456,3.1206317,7.282499,tp14
21180461,1.1739143,3.695295,tp14
21180469,0.7592149,2.0729537,tp14
21180473,9.9460125,4.3008766,tp14
21180492,2.3868017,2.8474152,tp14
21180499,1.5620524,3.2266,tp14
21180503,1.5838249,2.3139482,tp14
21180544,0.44621974,2.6534631,tp14
21180547,1.9966798,3.4684875,tp14
21180581,1.6181775,2.6770167,tp14
21180601,0.92241526,1.542773,tp14
21180615,7.0986753,6.3727384,tp14
21180624,1.140352,2.1495087,tp14
21180678,-2.4030068,7.7997375,tp14
21180690,0.9268709,1.9358039,tp14
21180693,7.8168097,5.7949457,tp14
21180721,0.24509002,1.8243833,tp14
21180730,6.1235666,5.170622,tp14
21180733,2.1597314,3.5189097,tp14
21180740,0.03370521,2.325112,tp14
21180774,2.2689579,3.6641994,tp14
21180781,7.5299277,6.5553765,tp14
21180811,0.6013451,1.4844009,tp14
21180832,-0.1402091,3.2903504,tp14
21180880,1.2550422,1.4425577,tp14
21180884,2.8676872,3.326797,tp14
21180895,9.648488,4.324064,tp14
21180903,3.0372674,3.7592223,tp14
21180905,7.436512,6.3636193,tp14
21180921,0.43778226,1.6842322,tp14
21180949,7.9720216,5.9277725,tp14
21180953,2.10303,4.5512314,tp14
21180969,4.5655546,8.051204,tp14
21180973,8.47416,7.867175,tp14
21180976,1.860647,3.5783243,tp14
21180995,1.3892415,3.5175111,tp14
21181014,0.09895968,2.3785818,tp14
21181025,0.47780356,4.2095037,tp14
21181054,1.0057098,3.9031734,tp14
21181073,7.8417206,5.4291253,tp14
21181093,1.2614335,3.806365,tp14
21181107,7.883885,6.6059146,tp14
21181120,2.9817631,3.2611732,tp14
21181121,1.3944613,2.6812227,tp14
21181136,1.1381438,1.6087052,tp14
21181143,3.0824864,3.4539042,tp14
21181158,0.85540444,1.2963672,tp14
21181182,0.5319796,2.3835847,tp14
21181218,2.1028385,2.9934833,tp14
21181221,0.23596673,3.1758862,tp14
21181228,6.4525414,5.2967315,tp14
21181240,1.0536679,4.7828174,tp14
21181259,1.6700513,4.2573543,tp14
21181260,2.8687406,3.3032057,tp14
21181291,0.8023115,3.9872816,tp14
21181294,1.0491146,1.5525055,tp14
21181298,9.636181,4.207005,tp14
21181306,1.1000729,3.8765604,tp14
21181364,8.0193815,5.576523,tp14
21181377,8.533709,7.6934066,tp14
21181395,6.831785,5.693386,tp14
21181400,1.9205757,3.2746315,tp14
21181412,8.019031,5.754348,tp14
21181413,9.87966,4.7658963,tp14
21181434,8.83414,5.5112896,tp14
21181437,8.095577,6.413925,tp14
21181473,10.447365,8.495457,tp14
21181477,6.376776,5.2612796,tp14
21181526,8.155152,7.3464994,tp14
21181563,0.9949946,2.1208997,tp14
21181564,0.047892753,2.1873617,tp14
21181582,0.24139047,2.2129931,tp14
21181607,2.2940981,2.8047254,tp14
21181647,1.1347294,1.9703109,tp14
21181668,1.1754047,3.0417142,tp14
21181680,-2.0055757,10.272367,tp14
21181689,1.4420596,1.7899803,tp14
21181701,1.3927137,2.086189,tp14
21181721,2.4829829,2.8852918,tp14
21181729,1.5585443,3.6203418,tp14
21181744,2.204317,3.2633138,tp14
21181748,8.411248,6.4021134,tp14
21181755,0.6318019,2.1493068,tp14
21181769,0.8049097,3.5880673,tp14
21181799,6.8561254,5.0370355,tp14
21181805,2.6600044,4.6469245,tp14
21181820,0.9071128,1.4880996,tp14
21181828,1.5614364,4.585485,tp14
21181848,0.80388564,3.8606036,tp14
21181849,10.616846,5.4754167,tp14
21181889,0.94800204,1.2352008,tp14
21181907,2.4631596,2.7845418,tp14
21181918,0.36875504,2.2246552,tp14
21181921,7.0426426,6.466475,tp14
21181924,7.667622,5.961561,tp14
21181930,10.758039,4.0078783,tp14
21181933,6.372128,6.030131,tp14
21182014,2.44572,3.8770247,tp14
21182022,7.074959,5.202984,tp14
21182034,0.8110165,2.2647793,tp14
21182040,1.6166033,2.8134851,tp14
21182068,1.115978,3.6911883,tp14
21182072,2.051023,3.3477106,tp14
21182078,1.7488099,7.8098145,tp14
21182083,9.762444,4.580605,tp14
21182096,2.055852,2.344972,tp14
21182103,10.30989,4.0145583,tp14
21182114,1.3634316,2.24968,tp14
21182127,6.493179,5.488155,tp14
21182159,2.1868377,2.71379,tp14
21182173,9.50813,4.2998414,tp14
21182174,1.646915,2.67784,tp14
21182182,9.137421,4.462325,tp14
21182189,1.3172702,1.4921237,tp14
21182191,0.016044945,3.0903375,tp14
21182195,2.2314138,2.645246,tp14
21182205,2.3777845,2.7201452,tp14
21182211,1.6330069,1.2694676,tp14
21182222,7.228266,6.1591525,tp14
21182228,7.7872605,5.0452223,tp14
21182240,10.754212,3.9118574,tp14
21182259,1.2410446,2.030785,tp14
21182263,0.25207373,4.287593,tp14
21182291,3.2502089,3.5812094,tp14
21182297,0.5292781,3.9679904,tp14
21182312,1.3649559,3.3994217,tp14
21182347,7.534109,6.389811,tp14
21182382,0.6274938,2.084523,tp14
21182412,0.06453789,2.014334,tp14
21182414,-0.0020900075,3.0226996,tp14
21182415,2.9429135,3.506363,tp14
21182424,1.2837982,1.4247428,tp14
21182429,9.576082,4.3977747,tp14
21182444,7.395684,6.2505026,tp14
21182465,2.2190623,4.617769,tp14
21182471,1.5413752,1.3072596,tp14
21182492,2.1609368,2.9420316,tp14
21182525,1.9511473,3.6297398,tp14
21182532,7.7067366,6.269078,tp14
21182533,1.904227,3.8685787,tp14
21182534,0.6081842,3.3308969,tp14
21182544,9.932692,5.129812,tp14
21182550,1.0152473,4.2029853,tp14
21182596,2.4907398,3.5403666,tp14
21182601,6.1769905,7.2169046,tp14
21182613,8.898051,4.546969,tp14
21182621,2.8888714,3.7316244,tp14
21182625,5.3192477,4.764645,tp14
21182636,10.147065,4.562571,tp14
21182657,8.636145,6.6597147,tp14
21182672,1.4431615,4.1726365,tp14
21182704,0.83547103,2.8997386,tp14
21182738,3.3628497,4.258222,tp14
21182751,0.2576892,1.6481905,tp14
21182762,8.745336,6.4765806,tp14
21182766,7.3169656,6.1685195,tp14
21182776,0.6093008,1.9465152,tp14
21182788,7.382441,5.823828,tp14
21182831,1.9352587,1.5327512,tp14
21182832,1.0596259,1.5223963,tp14
21182852,6.8846,5.2590036,tp14
21182856,2.9041529,4.1657057,tp14
21182861,1.7404047,3.9262946,tp14
21182863,1.4101623,1.9044547,tp14
21182880,1.2958864,4.46006,tp14
21182886,1.8642944,3.3967838,tp14
21182890,0.697992,2.0196457,tp14
21182909,8.368509,6.4282017,tp14
21182917,0.22161245,1.8257428,tp14
21182944,1.3512104,2.752321,tp14
21182945,2.2405877,2.3388948,tp14
21182960,7.692455,4.978814,tp14
21182969,1.5114595,1.5757841,tp14
21182974,1.7392172,4.1014647,tp14
21182986,0.4097893,3.8049588,tp14
21183003,0.123334505,2.4569967,tp14
21183006,8.977729,7.8949018,tp14
21183016,2.679082,2.3169296,tp14
21183027,0.23993063,1.697673,tp14
21183028,0.7394019,3.5407748,tp14
21183046,2.8497066,3.8718736,tp14
21183053,1.3502623,2.0244021,tp14
21183067,2.1116176,3.1347516,tp14
21183068,0.31354642,1.87661,tp14
21183073,10.230942,4.20446,tp14
21183077,10.096958,4.7842755,tp14
21183080,1.4132593,3.057779,tp14
21183107,0.17468946,3.9472826,tp14
21183117,6.474292,5.1827774,tp14
21183123,1.6066847,4.0858207,tp14
21183141,1.2273992,4.243227,tp14
21183149,8.122214,6.9546266,tp14
21183177,1.4758627,1.758982,tp14
21183201,0.78139085,1.3912188,tp14
21183213,0.9326585,1.1761174,tp14
21183228,2.4966664,2.7868085,tp14
21183252,1.8775929,3.3220108,tp14
21183254,0.38945642,2.5900946,tp14
21183269,2.534337,3.3892813,tp14
21183276,10.46675,5.1987,tp14
21183285,0.1799944,2.4184277,tp14
21183286,2.1573846,2.643541,tp14
21183289,9.722922,4.6049404,tp14
21183311,0.6874835,2.120532,tp14
21183330,0.7330666,1.5284868,tp14
21183391,0.7118895,3.701997,tp14
21183393,0.8481389,4.1405983,tp14
21183422,0.25957924,3.3996987,tp14
21183440,9.676102,4.8420296,tp14
21183477,8.818489,8.514498,tp14
21183487,8.157131,6.2764125,tp14
21183536,0.013509446,2.9105515,tp14
21183540,7.324611,5.9211497,tp14
21183549,0.68726104,3.0716808,tp14
21183600,10.078626,7.493125,tp14
21183609,2.3413985,2.4375296,tp14
21183628,1.5630076,2.7866635,tp14
21183629,9.39597,4.342124,tp14
21183634,10.254999,4.3647223,tp14
21183636,8.340594,8.806132,tp14
21183643,1.8627638,3.0185523,tp14
21183654,0.9221537,4.0781784,tp14
21183662,8.288734,6.605337,tp14
21183675,0.33112794,2.682409,tp14
21183685,0.63548344,1.9214885,tp14
21183696,0.47859395,2.2090552,tp14
21183697,5.7726455,6.5469613,tp14
21183699,6.7743597,5.4433346,tp14
21183704,5.7235355,5.826188,tp14
21183711,-1.8330377,6.960524,tp14
21183718,9.619514,4.3159275,tp14
21183737,7.494475,6.3846703,tp14
21183739,0.81539303,3.4972231,tp14
21183741,11.974153,6.7961698,tp14
21183750,1.3542004,1.493429,tp14
21183756,0.89691186,3.8206444,tp14
21183769,1.3845322,1.9751716,tp14
21183819,0.7435884,2.2736557,tp14
21183839,0.38230357,3.689944,tp14
21183874,6.4469724,5.6002636,tp14
21183885,1.3304664,7.3615823,tp14
